date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:31	13577/13577	---M--	200	added ('OK')	application/x-javascript	etag:%223509-604473c00a73d%22	https://deltasoftwaresolutions.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:32	87553/87553	---M--	200	added ('OK')	application/x-javascript	etag:%2215601-609a23aa61e13%22	https://deltasoftwaresolutions.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:32	233995/233995	---M--	200	added ('OK')	text/css	etag:%223920b-609a32ea88f78%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/stylef3c8.css	(from https://deltasoftwaresolutions.net/careers/)
21:35:33	122953/122953	---M--	200	added ('OK')	application/x-javascript	etag:%221e049-60d76cc436400%22	https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.utils.js?ver=7.9.6	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.utils27b2.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:34	464841/464841	---M--	200	added ('OK')	text/css	etag:%22717c9-60d76cb061a0e%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min96c0.css	(from https://deltasoftwaresolutions.net/careers/)
21:35:35	32526/32526	---M--	200	added ('OK')	application/x-javascript	etag:%227f0e-60d76cc435481%22	https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.transitions.js?ver=7.9.6	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.transitions27b2.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:36	2378/2378	---M--	200	added ('OK')	image/png	etag:%2294a-5fd1f2e41d1bc%22	https://deltasoftwaresolutions.net/wp-content/uploads/2023/06/Delta_Software_Solutions_Logo-IOS.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2023/06/Delta_Software_Solutions_Logo-IOS.png	(from https://deltasoftwaresolutions.net/careers/)
21:35:36	1215/1215	---M--	200	added ('OK')	image/png	etag:%224bf-54ad7f0968f81%22	https://deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-32x32.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-32x32.png	(from https://deltasoftwaresolutions.net/careers/)
21:35:37	11217/11217	---M--	200	added ('OK')	image/png	etag:%222bd1-54ad7f095ef8b%22	https://deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-192x192.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-192x192.png	(from https://deltasoftwaresolutions.net/careers/)
21:35:37	165339/165339	---M--	200	added ('OK')	application/x-javascript	etag:%22285db-60d76c91b5479%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.20	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rbtools.minec8f.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:38	17416/17416	---M--	200	added ('OK')	image/png	etag:%224408-54ad7f09668c4%22	https://deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-180x180.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2017/03/cropped-DSS-logo-2-180x180.png	(from https://deltasoftwaresolutions.net/careers/)
21:35:38	3659/3659	---M--	200	added ('OK')	image/png	etag:%22e4b-54abfa10461ac%22	https://deltasoftwaresolutions.net/wp-content/uploads/2014/04/Delta_logo_.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2014/04/Delta_logo_.png	(from https://deltasoftwaresolutions.net/careers/)
21:35:40	31085/31085	---M--	200	added ('OK')	image/jpeg	etag:%22796d-54abfa05795a1%22	https://deltasoftwaresolutions.net/wp-content/uploads/2014/04/blog-2-526x350.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2014/04/blog-2-526x350.jpg	(from https://deltasoftwaresolutions.net/careers/)
21:35:40	269499/269499	---M--	200	added ('OK')	application/x-javascript	etag:%2241cbb-60d76cc43452c%22	https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery27b2.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:41	32845/32845	---M--	200	added ('OK')	image/jpeg	etag:%22804d-54abfa538cb98%22	https://deltasoftwaresolutions.net/wp-content/uploads/2014/04/teaser-3-526x350.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2014/04/teaser-3-526x350.jpg	(from https://deltasoftwaresolutions.net/careers/)
21:35:41	16177/16177	---M--	200	added ('OK')	text/css	etag:%223f31-60d76cb1b3c0c%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=7.3	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min96c0.css	(from https://deltasoftwaresolutions.net/careers/)
21:35:42	37173/37173	---M--	200	added ('OK')	image/jpeg	etag:%229135-54abfa51ff011%22	https://deltasoftwaresolutions.net/wp-content/uploads/2014/04/teaser-1-526x350.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2014/04/teaser-1-526x350.jpg	(from https://deltasoftwaresolutions.net/careers/)
21:35:42	10241/10241	---M--	200	added ('OK')	application/x-javascript	etag:%222801-5fc9677ee955a%22	https://deltasoftwaresolutions.net/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.6	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/contact-form-7/includes/swv/js/indexcfaa.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:42	58327/58327	---M--	200	added ('OK')	text/css	etag:%22e3d7-60d76c917e1bd%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6ec8f.css	(from https://deltasoftwaresolutions.net/careers/)
21:35:42	12943/12943	---M--	200	added ('OK')	application/x-javascript	etag:%22328f-5fc9677ed071b%22	https://deltasoftwaresolutions.net/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.6	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/contact-form-7/includes/js/indexcfaa.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:43	3913/3913	---M--	200	added ('OK')	application/x-javascript	etag:%22f49-60d76db2ecdc5%22	https://deltasoftwaresolutions.net/wp-content/plugins/wp-meta-and-date-remover/assets/js/inspector.js?ver=1.0	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/wp-meta-and-date-remover/assets/js/inspector5152.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:43	410361/410361	---M--	200	added ('OK')	application/x-javascript	etag:%22642f9-60d76c91b6f9c%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rs6.minec8f.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:44	21874/21874	---M--	200	added ('OK')	application/x-javascript	etag:%225572-609a32e95b33b%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.prettyPhoto.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.prettyPhotof3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:44	12321/12321	---M--	200	added ('OK')	application/x-javascript	etag:%223021-609a32e95af0d%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.pace.js?ver=3.9.4'%20charset='utf8	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.pace14c1.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:45	16672/16672	---M--	200	added ('OK')	application/x-javascript	etag:%224120-609a32e959b62%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.flexslider.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.flexsliderf3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:46	191031/191031	---M--	200	added ('OK')	application/x-javascript	etag:%222ea37-609a32e95f961%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/scripts.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/scriptsf3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:46	20913/20913	---M--	200	added ('OK')	application/x-javascript	etag:%2251b1-609a32e95bac3%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.validate.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.validatef3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:46	8022/8022	---M--	200	added ('OK')	application/x-javascript	etag:%221f56-609a32e95ed7b%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/responsivecarousel.min.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/responsivecarousel.minf3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:47	44342/44342	---M--	200	added ('OK')	application/x-javascript	etag:%22ad36-609a32e95a773%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.owl.carousel.min.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.owl.carousel.minf3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:48	21438/21438	---M--	200	added ('OK')	application/x-javascript	etag:%2253be-5f87d2bef3089%22	https://deltasoftwaresolutions.net/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/jquery/ui/core.min3f14.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:50	10114/10114	---M--	200	added ('OK')	application/x-javascript	etag:%222782-5f87d2bef539c%22	https://deltasoftwaresolutions.net/wp-includes/js/jquery/ui/menu.min.js?ver=1.13.2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/jquery/ui/menu.min3f14.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:50	8171/8171	---M--	200	added ('OK')	application/x-javascript	etag:%221feb-5f87d2bdd90c0%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:50	6625/6625	---M--	200	added ('OK')	application/x-javascript	etag:%2219e1-609a23aa01f43%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:52	498/498	---M--	200	added ('OK')	application/x-javascript	etag:%221f2-5dffbdf060963%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/dom-ready.minded6.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:52	4627/4627	---M--	200	added ('OK')	application/x-javascript	etag:%221213-604473bfe5d93%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/hooks.min2ebd.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:54	9445/9445	---M--	200	added ('OK')	application/x-javascript	etag:%2224e5-604473bfebbe5%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/i18n.minf92f.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:55	2448/2448	---M--	200	added ('OK')	application/x-javascript	etag:%22990-604473c002ac8%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/a11y.min.js?ver=7032343a947cfccf5608	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/a11y.min866e.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:56	8466/8466	---M--	200	added ('OK')	application/x-javascript	etag:%222112-5f87d2bef6723%22	https://deltasoftwaresolutions.net/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/jquery/ui/autocomplete.min3f14.js	(from https://deltasoftwaresolutions.net/careers/)
21:35:58	115127/115127	---M--	200	added ('OK')	application/x-javascript	etag:%221c1b7-609a23aa0369b%22	https://deltasoftwaresolutions.net/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://deltasoftwaresolutions.net/careers/)
21:36:01	20757/20757	---M--	200	added ('OK')	application/x-javascript	etag:%225115-60d76cb0d3e04%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=7.3	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min96c0.js	(from https://deltasoftwaresolutions.net/careers/)
21:36:01	9237/9237	---M--	200	added ('OK')	application/x-javascript	etag:%222415-60d76cb2939df%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=7.3	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min96c0.js	(from https://deltasoftwaresolutions.net/careers/)
21:36:01	79750/79750	---M--	200	added ('OK')	application/x-javascript	etag:%2213786-609a32e958fd7%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.custom.js?ver=3.9.4	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/js/jquery.customf3c8.js	(from https://deltasoftwaresolutions.net/careers/)
21:36:02	4008/4008	---M--	200	added ('OK')	image/png	etag:%22fa8-60d76cc42f6ee%22	https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/img/icon-muted-white.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/img/icon-muted-white.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/css/layerslider.css?ver=7.9.6)
21:36:02	8784/8784	---M--	200	added ('OK')	image/png	etag:%222250-60d76cc430a76%22	https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/img/icon-unmuted-white.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/img/icon-unmuted-white.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/css/layerslider.css?ver=7.9.6)
21:36:03	885/885	---M--	200	added ('OK')	image/gif	etag:%22375-60d76ca2a24b7%22	https://deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/images/ajax-loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/images/ajax-loader.gif	(from https://deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/css/settings.css?ver=3.1.1)
21:36:03	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-60d76ca2a3841%22	https://deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/images/loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/images/loader.gif	(from https://deltasoftwaresolutions.net/wp-content/plugins/essential-grid/public/assets/css/settings.css?ver=3.1.1)
21:36:04	519/519	---M--	200	added ('OK')	image/png	etag:%22207-609a32e954587%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/select-icon.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/select-icon.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:05	2506/2506	---M--	200	added ('OK')	image/gif	etag:%229ca-609a32e9472d1%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/loader.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:14	72182/72182	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:06:14%20GMT	https://deltasoftwaresolutions.net/wp-content/themes/assets/images/AjaxLoader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/assets/images/AjaxLoader.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:15	115/115	---M--	200	added ('OK')	image/png	etag:%2273-609a32e94b8ec%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus-icon.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus-icon.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:17	26622/26622	---M--	200	added ('OK')	text/html	etag:%2267fe-609a32e94bd1c%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus.cur	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:18	101/101	---M--	200	added ('OK')	image/png	etag:%2265-609a32e94e7e3%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/plus.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:18	417/417	---M--	200	added ('OK')	image/png	etag:%221a1-609a32e951e91%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/default_thumb.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/default_thumb.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:18	3311/3311	---M--	200	added ('OK')	image/png	etag:%22cef-609a32e952698%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/sprite.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/sprite.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:19	2536/2536	---M--	200	added ('OK')	image/gif	etag:%229e8-609a32e952299%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/default/loader.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:22	72449/72449	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:06:28%20GMT	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:25	72411/72411	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:06:31%20GMT	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/light_rounded/loader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/light_rounded/loader.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:29	72465/72465	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:06:34%20GMT	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/dark_rounded/contentPattern.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:30	3739/3739	---M--	200	added ('OK')	image/gif	etag:%22e9b-609a32e94ebf7%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/preloader.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/images/preloader.gif	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/style.css?ver=3.9.4)
21:36:35	165016/165016	---M--	200	added ('OK')	text/html	etag:%2228498-609a32e92ec21%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.eot	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:36	165016/165016	---M--	200	added ('OK')	text/html	etag:%2228498-609a32e92ec21%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.eot?	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfontd41d.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
